Windenergieeinspeisung;;;;
2006 Oktober;;;;
;;;;
Datum;Position;prognostiziert [MW];tatsächlich [MW];Anteil Offshore [MW];
;63;2323;1433;0;;
;64;2323;1383;0;;
;65;2129;1235;0;;
;66;2129;1092;0;;
;67;2129;1040;0;;
;68;2129;967;0;;
;69;1792;920;0;;
;70;1792;901;0;;
;71;1792;902;0;;
;72;1792;844;0;;
;73;1558;801;0;;
;74;1558;740;0;;
;75;1558;703;0;;
;76;1558;742;0;;
;77;1380;737;0;;
;78;1380;704;0;;
;79;1380;639;0;;
;80;1380;569;0;;
;81;1301;533;0;;
;82;1301;554;0;;
;83;1301;526;0;;
;84;1301;489;0;;
;85;1296;511;0;;
;86;1296;506;0;;
;87;1296;494;0;;
;88;1296;490;0;;
;89;1304;503;0;;
;90;1304;484;0;;
;91;1304;481;0;;
;92;1304;495;0;;
;93;1310;508;0;;
;94;1310;504;0;;
;95;1310;487;0;;
;96;1310;489;0;;
2006-10-09;1;1204;544;0;;
;2;1204;624;0;;
;3;1204;673;0;;
;4;1204;731;0;;
;5;1251;780;0;;
;6;1251;824;0;;
;7;1251;900;0;;
;8;1251;980;0;;
;9;1297;1054;0;;
;10;1297;1119;0;;
;11;1297;1105;0;;
;12;1297;1116;0;;
;13;1360;1147;0;;
;14;1360;1179;0;;
;15;1360;1184;0;;
;16;1360;1124;0;;
;17;1429;1093;0;;
;18;1429;1022;0;;
;19;1429;957;0;;
;20;1429;968;0;;
;21;1479;967;0;;
;22;1479;925;0;;
;23;1479;903;0;;
;24;1479;874;0;;
;25;1563;858;0;;
;26;1563;834;0;;
;27;1563;891;0;;
;28;1563;998;0;;
;29;1614;1115;0;;
;30;1614;1217;0;;
;31;1614;1272;0;;
;32;1614;1280;0;;
;33;1706;1298;0;;
;34;1706;1374;0;;
;35;1706;1392;0;;
;36;1706;1394;0;;
;37;1689;1309;0;;
;38;1689;1186;0;;
;39;1689;1003;0;;
;40;1689;922;0;;
;41;1686;831;0;;
;42;1686;741;0;;
;43;1686;663;0;;
;44;1686;617;0;;
;45;1624;605;0;;
;46;1624;559;0;;
;47;1624;555;0;;
;48;1624;500;0;;
;49;1524;477;0;;
;50;1524;429;0;;
;51;1524;410;0;;
;52;1524;420;0;;
;53;1487;436;0;;
;54;1487;430;0;;
;55;1487;436;0;;
;56;1487;418;0;;
;57;1480;438;0;;
;58;1480;446;0;;
;59;1480;454;0;;
;60;1480;437;0;;
;61;1467;416;0;;
;62;1467;429;0;;
;63;1467;434;0;;
;64;1467;404;0;;
;65;1440;391;0;;
;66;1440;390;0;;
;67;1440;358;0;;
;68;1440;349;0;;
;69;1391;362;0;;
;70;1391;313;0;;
;71;1391;273;0;;
;72;1391;260;0;;
;73;1366;227;0;;
;74;1366;234;0;;
;75;1366;231;0;;
;76;1366;219;0;;
;77;1351;248;0;;
;78;1351;295;0;;
;79;1351;333;0;;
;80;1351;379;0;;
;81;1375;415;0;;
;82;1375;441;0;;
;83;1375;443;0;;
;84;1375;425;0;;
;85;1375;407;0;;
;86;1375;406;0;;
;87;1375;399;0;;
;88;1375;386;0;;
;89;1364;357;0;;
;90;1364;350;0;;
;91;1364;310;0;;
;92;1364;295;0;;
;93;1340;282;0;;
;94;1340;276;0;;
;95;1340;230;0;;
;96;1340;243;0;;
2006-10-10;1;1164;252;0;;
;2;1164;239;0;;
;3;1164;210;0;;
;4;1164;216;0;;
;5;1134;208;0;;
;6;1134;203;0;;
;7;1134;175;0;;
;8;1134;164;0;;
;9;1092;169;0;;
;10;1092;145;0;;
;11;1092;137;0;;
;12;1092;143;0;;
;13;1047;143;0;;
;14;1047;132;0;;
;15;1047;130;0;;
;16;1047;115;0;;
;17;1003;106;0;;
;18;1003;98;0;;
;19;1003;86;0;;
;20;1003;68;0;;
;21;960;67;0;;
;22;960;64;0;;
;23;960;60;0;;
;24;960;60;0;;
;25;933;64;0;;
;26;933;68;0;;
;27;933;67;0;;
;28;933;60;0;;
;29;909;71;0;;
;30;909;70;0;;
;31;909;71;0;;
;32;909;67;0;;
;33;908;66;0;;
;34;908;64;0;;
;35;908;64;0;;
;36;908;67;0;;
;37;925;71;0;;
;38;925;77;0;;
;39;925;82;0;;
;40;925;92;0;;
;41;931;99;0;;
;42;931;91;0;;
;43;931;74;0;;
;44;931;70;0;;
;45;924;73;0;;
;46;924;73;0;;
;47;924;65;0;;
;48;924;67;0;;
;49;921;69;0;;
;50;921;72;0;;
;51;921;69;0;;
;52;921;67;0;;
;53;904;65;0;;
;54;904;66;0;;
;55;904;66;0;;
;56;904;67;0;;
;57;893;66;0;;
;58;893;69;0;;
;59;893;68;0;;
;60;893;69;0;;
;61;883;72;0;;
;62;883;39;0;;
;63;883;32;0;;
;64;883;32;0;;
;65;881;34;0;;
;66;881;33;0;;
;67;881;36;0;;
;68;881;40;0;;
;69;905;49;0;;
;70;905;56;0;;
;71;905;58;0;;
;72;905;61;0;;
;73;988;80;0;;
;74;988;98;0;;
;75;988;125;0;;
;76;988;144;0;;
;77;1073;185;0;;
;78;1073;242;0;;
;79;1073;286;0;;
;80;1073;333;0;;
;81;1147;391;0;;
;82;1147;441;0;;
;83;1147;475;0;;
;84;1147;532;0;;
;85;1207;582;0;;
;86;1207;587;0;;
;87;1207;617;0;;
;88;1207;639;0;;
;89;1263;641;0;;
;90;1263;694;0;;
;91;1263;729;0;;
;92;1263;734;0;;
;93;1325;793;0;;
;94;1325;821;0;;
;95;1325;841;0;;
;96;1325;855;0;;
2006-10-11;1;1342;857;0;;
;2;1342;837;0;;
;3;1342;844;0;;
;4;1342;791;0;;
;5;1382;727;0;;
;6;1382;686;0;;
;7;1382;730;0;;
;8;1382;755;0;;
;9;1407;733;0;;
;10;1407;730;0;;
;11;1407;706;0;;
;12;1407;680;0;;
;13;1422;658;0;;
;14;1422;623;0;;
;15;1422;638;0;;
;16;1422;649;0;;
;17;1452;660;0;;
;18;1452;678;0;;
;19;1452;670;0;;
;20;1452;680;0;;
;21;1485;694;0;;
;22;1485;711;0;;
;23;1485;722;0;;
